"Year","Month","Year_Month","precip_mm","Ca_flux","Mg_flux","K_flux","Na_flux","Al_Ferron_flux","TMAl_flux","OMAl_flux","Al_ICP_flux","NH4_flux","SO4_flux","NO3_flux","Cl_flux","PO4_flux","DOC_flux","TDN_flux","DON_flux","SiO2_flux","Mn_flux","Fe_flux","F_flux","H_flux","pH_volwt","SpecCond_volwt"
1964,"12","1964-12",117.2,205.18,75.47,43.27,81.925,-888.88,-888.88,-888.88,-888.88,91.285,2292.535,1146.13,202.58,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,37.5983,4.49,-888.888
1965,"01","1965-01",66.3,79.9,21.65,23.06,90.71,-888.88,-888.88,-888.88,-888.88,571.47,1284.12,373.4,283.31,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,14.4483,4.66,-888.888
1965,"02","1965-02",103.2,156.82,41.69,53.38,186.37,-888.88,-888.88,-888.88,-888.88,95.475,1770.205,346.765,622.305,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,40.3823,4.41,-888.888
1965,"03","1965-03",28.7,126.21,27.65,42,82.74,-888.88,-888.88,-888.88,-888.88,35.21,838.32,324.24,263.76,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,18.0383,4.2,-888.888
1965,"04","1965-04",83.1,166.59,26.75,89.76,69.72,-888.88,-888.88,-888.88,-888.88,459.58,3149.87,1236.39,424.9,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,49.7466,4.22,-888.888
1965,"05","1965-05",25.9,171.78,77.35,59.5,117.81,-888.88,-888.88,-888.88,-888.88,17.78,1256.22,325.22,2814,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,13.3142,4.29,-888.888
1965,"06","1965-06",115.3,190.73,121.51,65.98,123.73,-888.88,-888.88,-888.88,-888.88,47.9,4555.68,416.87,5860.06,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,84.6545,4.13,-888.888
1965,"07","1965-07",99.1,152.24,195.05,66.74,185.31,-888.88,-888.88,-888.88,-888.88,286.8,4087.28,191.24,6903.81,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,62.2999,4.2,-888.888
1965,"08","1965-08",84.1,100.24,19.16,24.96,224.51,-888.88,-888.88,-888.88,-888.88,105.73,3534.7,945.05,708.56,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,68.3381,4.09,-888.888
1965,"09","1965-09",193.1,229.09,42.65,37.22,239.16,-888.88,-888.88,-888.88,-888.88,175.235,6487.21,1726.605,2007.7,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,137.63,4.15,-888.888
1965,"10","1965-10",127.3,291.89,51.23,62.1,132.63,-888.88,-888.88,-888.88,-888.88,219.54,3404.43,1601.51,2317.53,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,69.5487,4.26,-888.888
1965,"11","1965-11",152.7,337.38,51.59,95.48,105.79,-888.88,-888.88,-888.88,-888.88,405.985,4870.735,2754.76,867.98,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,100.1445,4.18,-888.888
1965,"12","1965-12",77.5,79.28,20.16,61.91,98.12,50.78,-888.88,-888.88,-888.88,297.71,2751.68,2165.39,368.69,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,62.6945,4.09,-888.888
1966,"01","1966-01",71.7,102.28,16.89,33.81,86.31,13.53,-888.88,-888.88,-888.88,88.85,1137.64,1455.165,314.27,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,47.9598,4.17,-888.888
1966,"02","1966-02",66.8,33.35,9.4,15.32,56.2,17.7,-888.88,-888.88,-888.88,95.51,1011.92,468.01,135.9,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,33.1269,4.3,-888.888
1966,"03","1966-03",129.5,185.38,34.74,38.76,167.79,40.09,-888.88,-888.88,-888.88,258.36,2851.32,1778.53,409.51,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,67.2513,4.28,-888.888
1966,"04","1966-04",69.5,136.24,15.5,28.2,62.48,53.13,-888.88,-888.88,-888.88,378.95,3142.94,2158.07,220.9,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,72.1167,3.98,-888.888
1966,"05","1966-05",93.7,798.91,48.82,57.88,422.59,87.1,-888.88,-888.88,-888.88,327.16,4836.1,2203.93,855.81,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,85.4347,4.04,-888.888
1966,"06","1966-06",117.3,187.1,36.72,81.27,117.17,47.92,-888.88,-888.88,-888.88,231.22,4738.15,1678.62,459.63,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,86.799,4.13,-888.888
1966,"07","1966-07",99.6,305.13,50.38,54.94,104.91,34.16,-888.88,-888.88,-888.88,144.88,6036.35,2113.94,1662.36,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,133.0889,3.87,-888.888
1966,"08","1966-08",200,258.42,36.2,25.75,89.68,128.96,-888.88,-888.88,-888.88,259.56,7088.75,2097.77,1709.4,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,168.2439,4.08,-888.888
1966,"09","1966-09",117.6,209.88,30.69,22.1,89.22,-888.88,-888.88,-888.88,-888.88,137.12,3194.32,1164.72,1408.24,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,70.5839,4.22,-888.888
1966,"10","1966-10",87,269.95,28.46,20.22,82.97,-888.88,-888.88,-888.88,-888.88,106.31,2284.25,856.56,3883.27,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,90.519,3.98,-888.888
1966,"11","1966-11",153.5,218.17,50.13,69.12,240.13,-888.88,-888.88,-888.88,-888.88,283.045,3699.38,2309.59,4551.715,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,154.9022,4,-888.888
1966,"12","1966-12",107.4,46.24,14.29,25.03,71.18,60.44,-888.88,-888.88,-888.88,32.22,1067.97,847.83,910.06,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,51.9713,4.32,-888.888
1967,"01","1967-01",62.7,84.85,24.69,49.78,125.28,29.17,-888.88,-888.88,-888.88,161.97,1931.37,1608.82,372.82,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,52.3282,4.08,-888.888
1967,"02","1967-02",111.2,67.67,18.79,113.89,119.61,20.98,-888.88,-888.88,-888.88,137.37,1744,1618.33,450.52,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,40.1483,4.44,-888.888
1967,"03","1967-03",57.2,145.88,22.88,29.44,53.32,-888.88,-888.88,-888.88,-888.88,175.22,2150.28,1199.72,348.82,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,47.9799,4.08,-888.888
1967,"04","1967-04",148.9,136.8,32.3,40.85,69.89,-888.88,-888.88,-888.88,-888.88,286.61,4091.16,2170.78,861.63,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,106.1647,4.15,-888.888
1967,"05","1967-05",117.6,177.18,47.2,84.67,71.59,-888.88,-888.88,-888.88,-888.88,434.415,4081.74,2143.265,1307.33,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,91.5536,4.11,-888.888
1967,"06","1967-06",81.7,128.13,27.26,59.98,32.72,-888.88,-888.88,-888.88,-888.88,345.97,4411,1269.06,612.11,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,76.7106,4.03,-888.888
1967,"07","1967-07",116.2,140.84,43.46,36.47,408.76,-888.88,-888.88,-888.88,-888.88,344.54,5758.8,2291.77,638.72,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,155.5515,3.87,-888.888
1967,"08","1967-08",134,342.01,64.48,91.61,58.56,-888.88,-888.88,-888.88,-888.88,229.21,5388.1,1797.28,338.81,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,128.7436,4.02,-888.888
1967,"09","1967-09",142.3,78.69,21.55,44.09,89.4,-888.88,-888.88,-888.88,-888.88,204.32,3284.3,1142.18,309.57,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,75.5254,4.28,-888.888
1967,"10","1967-10",124.8,113.17,73.32,184.58,279.43,-888.88,-888.88,-888.88,-888.88,328.65,3419.7,2009.29,738.82,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,69.653,4.25,-888.888
1967,"11","1967-11",117.9,185.13,184.53,44.12,173.52,-888.88,-888.88,-888.88,-888.88,258.8,2135.2,2254.99,392.74,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,56.5085,4.32,-888.888
1967,"12","1967-12",159.9,94.71,29.11,15.99,186.55,-888.88,-888.88,-888.88,-888.88,145.55,2997.1,2414.08,486.26,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,65.8298,4.39,-888.888
1968,"01","1968-01",77.4,80.94,15.48,34.5,74.91,-888.88,-888.88,-888.88,-888.88,231.27,2551.5,2199.54,229.71,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,70.1766,4.04,-888.888
1968,"02","1968-02",68.6,173.22,104.02,50.26,206.64,-888.88,-888.88,-888.88,-888.88,44.9,1319.46,1537.94,228,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,42.1496,4.21,-888.888
1968,"03","1968-03",102.9,237.06,70.19,48.15,334.56,-888.88,-888.88,-888.88,-888.88,112.15,2606.46,1464.4,371.44,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,62.2295,4.22,-888.888
1968,"04","1968-04",126.3,1076.46,222.34,278.33,288.37,-888.88,-888.88,-888.88,-888.88,320.43,3336.24,1544.88,476.94,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,61.3735,4.31,-888.888
1968,"05","1968-05",219.1,181.67,44.73,143.77,90.95,-888.88,-888.88,-888.88,-888.88,508.96,8761.6,3659.99,644.64,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,216.2048,4.01,-888.888
1968,"06","1968-06",160.5,188.64,41.36,99.49,40.45,-888.88,-888.88,-888.88,-888.88,457.08,6183.1,2017.07,1037.66,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,142.7725,4.05,-888.888
1968,"07","1968-07",54.6,107.18,24.61,42.56,25.42,-888.88,-888.88,-888.88,-888.88,214.01,3089.38,921.51,278.76,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,67.8103,3.91,-888.888
1968,"08","1968-08",52.7,60.24,22.27,15.5,40.55,-888.88,-888.88,-888.88,-888.88,312,2273.86,956.31,571.705,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,62.991,3.92,-888.888
1968,"09","1968-09",77.1,89.35,51.82,31.945,153.61,-888.88,-888.88,-888.88,-888.88,238.625,2330.385,726.05,379.63,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,78.5309,3.99,-888.888
1968,"10","1968-10",79.9,51.1,66.84,144.45,337.3,-888.88,-888.88,-888.88,-888.88,101.185,1070.645,384.865,835.91,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,41.6633,4.28,-888.888
1968,"11","1968-11",138.5,139.28,22.17,59.35,39.67,-888.88,-888.88,-888.88,-888.88,219.28,2104.82,1461.69,271.05,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,55.3433,4.4,-888.888
1968,"12","1968-12",211.9,84.76,21.19,21.19,36.29,-888.88,-888.88,-888.88,-888.88,281.56,2383.54,2073.45,293.49,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,81.8994,4.41,-888.888
1969,"01","1969-01",84,70.01,21.17,37.46,127,-888.88,-888.88,-888.88,-888.88,158.27,1517.59,1227.47,264.87,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,41.7218,4.3,-888.888
1969,"02","1969-02",182.1,74.28,50.81,20.07,52.65,-888.88,-888.88,-888.88,-888.88,291.36,1376.315,789.4,175.09,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,37.3643,4.69,-888.888
1969,"03","1969-03",102.4,237.73,40.96,66.46,123.55,-888.88,-888.88,-888.88,-888.88,360.61,4244.54,2478.9,451.7,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,121.6412,3.93,-888.888
1969,"04","1969-04",103.5,209.93,34.32,47.09,120.47,-888.88,-888.88,-888.88,-888.88,306.05,3906.69,2192.34,489.25,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,114.3374,3.96,-888.888
1969,"05","1969-05",102.6,327.79,37.34,100.99,283.84,-888.88,-888.88,-888.88,-888.88,361.21,3583.38,1561.94,497.04,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,92.2973,4.05,-888.888
1969,"06","1969-06",92.9,226.08,60.34,144.13,107.94,-888.88,-888.88,-888.88,-888.88,451.19,3003.42,1161.21,302.68,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,76.1303,4.09,-888.888
1969,"07","1969-07",203,219.98,43.12,49.23,129.98,-888.88,-888.88,-888.88,-888.88,467.39,6663.51,2614.37,463.31,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,196.7325,4.01,-888.888
1969,"08","1969-08",147.4,149.61,29.48,23.62,28.32,-888.88,-888.88,-888.88,-888.88,481.91,2987.32,902.03,956.31,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,102.0513,4.16,-888.888
1969,"09","1969-09",48.4,60.23,9.68,63.4,19.42,-888.88,-888.88,-888.88,-888.88,163.96,1566.085,464.785,164.415,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,34.8919,4.14,-888.888
1969,"10","1969-10",63.9,107.52,12.78,70.27,39.47,-888.88,-888.88,-888.88,-888.88,153.36,1722.105,501.615,329.085,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,44.794,4.15,-888.888
1969,"11","1969-11",155.7,132.63,73.86,97.62,511.53,-888.88,-888.88,-888.88,-888.88,251.88,3517.74,1007.49,1009.77,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,106.3442,4.17,-888.888
1969,"12","1969-12",205.5,405.55,44.17,43.53,393.58,-888.88,-888.88,-888.88,-888.88,251.39,2466.16,4839.61,499.44,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,140.7753,4.16,-888.888
1970,"01","1970-01",26.5,31.61,7.24,9.89,47.51,-888.88,-888.88,-888.88,-888.88,55.65,580.29,562.74,63.41,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,19.1518,4.14,-888.888
1970,"02","1970-02",101.5,183.71,36.35,39.91,194.86,-888.88,-888.88,-888.88,-888.88,193.57,1851.19,2020.27,294.82,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,62.16,4.21,-888.888
1970,"03","1970-03",118.7,86.19,22.97,25.08,74.57,-888.88,-888.88,-888.88,-888.88,223.67,2366.24,1919.48,143.36,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,83.1663,4.15,-888.888
1970,"04","1970-04",102.6,242.18,39.3,37.94,73.1,-888.88,-888.88,-888.88,-888.88,277.08,2437.44,1561.66,126.46,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,65.6245,4.19,-888.888
1970,"05","1970-05",93.4,317.07,67.22,181.47,139.23,-888.88,-888.88,-888.88,-888.88,210.28,2298.895,829.805,362.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,62.5838,4.17,-888.888
1970,"06","1970-06",99.8,100.96,21.54,40.95,33.65,-888.88,-888.88,-888.88,-888.88,663.05,3952.78,1246.5,281.035,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,111.9036,3.95,-888.888
1970,"07","1970-07",66.1,180.02,45.29,173.73,50.35,-888.88,-888.88,-888.88,-888.88,371.06,3678.8,1726.37,89.235,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,89.3859,3.87,-888.888
1970,"08","1970-08",161.9,304.86,85.81,349.34,93.6,-888.88,-888.88,-888.88,-888.88,824.77,6749.1,3342.46,242.64,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,181.6677,3.95,-888.888
1970,"09","1970-09",139.8,76.35,14.35,109.45,47.3,-888.88,-888.88,-888.88,-888.88,390.75,4649.2,2261.66,411.56,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,161.4705,3.94,-888.888
1970,"10","1970-10",106.8,68.68,32.04,46.54,194.11,-888.88,-888.88,-888.88,-888.88,535.64,4105.2,3409.6,964.71,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,211.9357,3.7,-888.888
1970,"11","1970-11",97,77.16,42.3,47.48,310.32,-888.88,-888.88,-888.88,-888.88,196.12,1995.4,1103.54,465.75,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,52.7476,4.26,-888.888
1970,"12","1970-12",149.1,160.14,35.11,142.95,101.97,-888.88,-888.88,-888.88,-888.88,170.57,2280.8,1871.1,914.17,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,78.7408,4.28,-888.888
1971,"01","1971-01",89.4,99.65,17.67,48.54,58.81,-888.88,-888.88,-888.88,-888.88,64.4,1316.3,2210.875,287.055,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,50.6694,4.25,-888.888
1971,"02","1971-02",136.2,150.81,35.01,22.93,185.87,-888.88,-888.88,-888.88,-888.88,467.28,2230.7,1969.07,396.86,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,54.154,4.4,-888.888
1971,"03","1971-03",106.8,134.48,32,31.78,60.24,-888.88,-888.88,-888.88,-888.88,91,998.4,1605.71,267.305,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,45.6507,4.37,-888.888
1971,"04","1971-04",56.7,343.34,157.07,50.62,137.39,-888.88,-888.88,-888.88,-888.88,269.25,2816.7,1797.77,234.275,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,74.0223,3.88,-888.888
1971,"05","1971-05",120.2,234.18,42.53,121.36,111.35,-888.88,-888.88,-888.88,-888.88,570.68,6876.7,3123.96,732.86,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,175.3751,3.84,-888.888
1971,"06","1971-06",70.1,95.9,13.89,36.77,12.17,-888.88,-888.88,-888.88,-888.88,292.83,3452.1,1161.81,239.31,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,74.8111,3.97,-888.888
1971,"07","1971-07",150.9,158.9,33.52,36.33,78.16,-888.88,-888.88,-888.88,-888.88,468.92,5741.9,1928.87,324.07,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,112.0809,4.13,-888.888
1971,"08","1971-08",123.1,49.24,24.62,12.31,147.72,-888.88,-888.88,-888.88,-888.88,86.17,1107.9,283.13,307.75,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,22.4005,4.74,-888.888
1971,"09","1971-09",75,27.61,15.44,15.04,77.4,-888.88,-888.88,-888.88,-888.88,213.11,1871.7,1050.08,756.03,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,70.5242,4.03,-888.888
1971,"10","1971-10",108.5,141.05,65.1,43.4,336.35,-888.88,-888.88,-888.88,-888.88,108.5,2604,1942.15,1193.5,10.85,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,101.2581,4.03,-888.888
1971,"11","1971-11",114.1,92.83,31.46,17.89,150.21,-888.88,-888.88,-888.88,-888.88,104.85,3015.9,2578.89,468.85,2.16,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,88.7295,4.11,-888.888
1971,"12","1971-12",119.3,84.84,20.33,27.51,71.29,-888.88,-888.88,-888.88,-888.88,170.59,2390.4,2271.18,326.46,2.23,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,63.7818,4.27,-888.888
1972,"01","1972-01",77.1,72.68,17.79,24.05,105.08,-888.88,-888.88,-888.88,-888.88,129.03,1761.8,1610.74,261.61,7.71,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,47.0436,4.21,-888.888
1972,"02","1972-02",82.9,106.6,21.41,21.49,139.61,-888.88,-888.88,-888.88,-888.88,140.89,1121.3,2023.74,287.09,11.22,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,50.3063,4.22,-888.888
1972,"03","1972-03",180.4,87.35,112.42,31.61,126.93,-888.88,-888.88,-888.88,-888.88,318.31,3781.7,2852.12,323.77,22.33,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,94.8491,4.28,-888.888
1972,"04","1972-04",92.9,205.55,27.2,30.89,50.77,-888.88,-888.88,-888.88,-888.88,448.69,3934,2324.7,185.83,11.36,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,91.3723,4.01,-888.888
1972,"05","1972-05",87,115.66,31.46,51.3,90.5,-888.88,-888.88,-888.88,-888.88,397.82,3176.6,2029.2,420.03,9.29,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,101.8878,3.93,-888.888
1972,"06","1972-06",129.4,166.75,55.32,136.7,209.31,-888.88,-888.88,-888.88,-888.88,304.14,3774.4,1815.5,1031.31,48.66,-888.88,-888.88,-888.88,86.57,-888.88,-888.88,-888.88,122.2949,4.02,-888.888
1972,"07","1972-07",158.4,105.95,21.94,40.46,32.38,-888.88,-888.88,-888.88,-888.88,404.44,5548.4,2232.49,260.15,25.72,-888.88,-888.88,-888.88,100.9,-888.88,-888.88,-888.88,143.6418,4.04,-888.888
1972,"08","1972-08",167,115.3,30.28,43.13,101.12,-888.88,-888.88,-888.88,-888.88,450.06,6707.8,3185.28,364.58,40.22,-888.88,-888.88,-888.88,117.05,-888.88,-888.88,-888.88,170.0092,3.99,-888.888
1972,"09","1972-09",47.9,44.8,10.99,22.26,45.37,-888.88,-888.88,-888.88,-888.88,165.96,2197.7,1121.4,391.4,11.27,-888.88,-888.88,-888.88,25.22,-888.88,-888.88,-888.88,53.7368,3.95,-888.888
1972,"10","1972-10",93.5,85.99,36.79,62.16,209.89,-888.88,-888.88,-888.88,-888.88,153.9,2052.7,1508.98,626.92,13.17,-888.88,-888.88,-888.88,69.155,-888.88,-888.88,-888.88,53.8674,4.24,-888.888
1972,"11","1972-11",175.6,76.06,57.16,30.49,99.59,-888.88,-888.88,-888.88,-888.88,119.05,3193,2096.23,411.72,4.63,-888.88,-888.88,-888.88,87.8,-888.88,-888.88,-888.88,87.7038,4.3,-888.888
1972,"12","1972-12",200.5,171.87,187.61,57.27,166.34,-888.88,-888.88,-888.88,-888.88,91.5,4214.8,2543.55,427.94,10.21,-888.88,-888.88,-888.88,100.25,-888.88,-888.88,-888.88,97.9805,4.31,-888.888
1973,"01","1973-01",120.9,75.95,24.67,21.91,211.27,-888.88,-888.88,-888.88,-888.88,126.35,2005.3,1477.65,379.57,7.63,-888.88,-888.88,-888.88,47.22,-888.88,-888.88,-888.88,46.1582,4.42,-888.888
1973,"02","1973-02",74.9,20.84,8.53,14,52.65,-888.88,-888.88,-888.88,-888.88,35.42,874.2,761.26,756.54,0.2,-888.88,-888.88,-888.88,37.45,-888.88,-888.88,-888.88,46.5753,4.21,-888.888
1973,"03","1973-03",97.1,118.35,26.43,26.43,123.05,-888.88,-888.88,-888.88,-888.88,99.27,2180.6,1329.9,794.88,0,-888.88,-888.88,-888.88,48.55,-888.88,-888.88,-888.88,57.476,4.23,-888.888
